u1,u2,joint,pressure
58.09062538720226,-46.63159495888811,PIP_end,0.24
57.48043467133872,-47.41194835424738,PIP_end,0.243
56.85381639734239,-48.19169425276937,PIP_end,0.246
56.21058167626576,-48.9705603397309,PIP_end,0.249
55.55053980095974,-49.748270053279875,PIP_end,0.252
54.873498041855576,-50.52454230061874,PIP_end,0.255
54.17926144812205,-51.299091147803274,PIP_end,0.258
53.46763265569417,-52.07162548254661,PIP_end,0.261
52.738411703744234,-52.84184864946767,PIP_end,0.264
51.99139586124017,-53.60945805727724,PIP_end,0.267
51.22637946531102,-54.37414475745406,PIP_end,0.27
50.44315377321278,-55.135592994027505,PIP_end,0.273
49.641506829762264,-55.89347972415306,PIP_end,0.276
48.8212233521788,-56.647474109241735,PIP_end,0.279
47.98208463434562,-57.39723697648483,PIP_end,0.282
47.12386847257355,-58.14242025070257,PIP_end,0.285
46.24634911501804,-58.88266635653604,PIP_end,0.288
45.3492972369679,-59.61760759110122,PIP_end,0.291
44.43247994428855,-60.346865467327305,PIP_end,0.294
43.49566080736533,-61.07005002831233,PIP_end,0.297
42.538599927950685,-61.78675913314546,PIP_end,0.3
85.00432516707686,-0.5085028138713574,DIP_start,0.003
85.03607151038197,-1.0253592963209708,DIP_start,0.006
85.06389976679677,-1.550615906982492,DIP_start,0.009
85.08761735116943,-2.0843126581416973,DIP_start,0.012
85.10702759936606,-2.6264830074918706,DIP_start,0.015
85.12192996353141,-3.1771537570285755,DIP_start,0.018
85.1321202112791,-3.7363449582455206,DIP_start,0.021
85.13739062859689,-4.304069823788618,DIP_start,0.024
85.13753022624192,-4.880334645720378,DIP_start,0.027
85.13232494939095,-5.465138720541178,DIP_start,0.03
85.12155789030088,-6.058474281108069,DIP_start,0.033
85.1050095037241,-6.660326435585196,DIP_start,0.036
85.08245782481474,-7.270673113553033,DIP_start,0.039
85.05367868925043,-7.889485019395997,DIP_start,0.042
85.01844595528668,-8.516725593080134,DIP_start,0.045
84.97653172744994,-9.152350978423856,DIP_start,0.048
84.92770658156748,-9.796309998955671,DIP_start,0.051
84.871739790823,-10.448544141443197,DIP_start,0.054
84.80839955251776,-11.108987547167443,DIP_start,0.057
84.73745321520967,-11.777567011005594,DIP_start,0.06
84.65866750589363,-12.454201988374166,DIP_start,0.063
84.57180875687979,-13.138804610072441,DIP_start,0.066
84.4766431320177,-13.831279705053415,DIP_start,0.069
84.37293685190899,-14.531524831136604,DIP_start,0.072
84.26045641774246,-15.239430313663155,DIP_start,0.075
84.13896883338207,-15.954879292079275,DIP_start,0.078
84.00824182532942,-16.67774777441945,DIP_start,0.081
83.86804406018005,-17.40790469964503,DIP_start,0.084
83.71814535918621,-18.145212007777786,DIP_start,0.087
83.5583169095356,-18.88952471775153,DIP_start,0.09
83.3883314719519,-19.640691012887288,DIP_start,0.093
83.20796358422,-20.39855233387993,DIP_start,0.096
83.01698976023617,-21.162943479165705,DIP_start,0.099
82.81518868418345,-21.933692712520973,DIP_start,0.102
82.60234139942956,-22.710621877723128,DIP_start,0.105
82.37823149174676,-23.493546520084593,DIP_start,0.108
82.14264526645293,-24.28227601465006,DIP_start,0.111
81.8953719190748,-25.07661370082626,DIP_start,0.114
81.6362036991379,-25.876357023191932,DIP_start,0.117
81.36493606669012,-26.68129767821359,DIP_start,0.12
81.08136784117173,-27.49122176657034,DIP_start,0.123
80.78530134224954,-28.30590995076819,DIP_start,0.126
80.47654252223977,-29.125137617700837,DIP_start,0.129
80.15490108975274,-29.948675045790715,DIP_start,0.132
79.82019062420078,-30.776287576319938,DIP_start,0.135
79.47222868082162,-31.607735788536743,DIP_start,0.138
79.1108368858811,-32.442775678098705,DIP_start,0.141
78.73584102173172,-33.281158838389416,DIP_start,0.144
78.34707110141777,-34.12263264422045,DIP_start,0.147
77.9443614325345,-34.96694043740624,DIP_start,0.15
77.527550670064,-35.81382171367392,DIP_start,0.153
77.09648185793131,-36.66301231034605,DIP_start,0.156
76.65100245904266,-37.51424459420916,DIP_start,0.159
76.19096437359082,-38.36724764895665,DIP_start,0.162
75.71622394543489,-39.221747461570125,DIP_start,0.165
75.22664195638797,-40.077467106979555,DIP_start,0.168
74.72208360827173,-40.934126930318726,DIP_start,0.171
74.20241849262652,-41.791444726069464,DIP_start,0.174
73.66752054799518,-42.64913591336545,DIP_start,0.177
73.11726800473106,-43.50691370670448,DIP_start,0.18
72.55154331731434,-44.36448928129674,DIP_start,0.183
71.97023308419735,-45.221571932256396,DIP_start,0.186
71.37322795523575,-46.077869226823815,DIP_start,0.189
70.76042252680362,-46.933087148788346,DIP_start,0.192
70.13171522473041,-47.786930234262606,DIP_start,0.195
69.48700817524227,-48.63910169794507,DIP_start,0.198
68.8262070641347,-49.48930354899154,DIP_start,0.201
68.1492209844513,-50.33723669560388,DIP_start,0.204
67.4559622729922,-51.182601037432356,DIP_start,0.207
66.74634633602656,-52.02509554487864,DIP_start,0.21
66.0202914646378,-52.86441832437808,DIP_start,0.213
65.27771864018273,-53.70026666873479,DIP_start,0.216
64.51855133040557,-54.53233709157902,DIP_start,0.219
63.74271527680319,-55.360325345014985,DIP_start,0.222
62.950138273900976,-56.18392641952899,DIP_start,0.225
62.14074994115894,-57.00283452523138,DIP_start,0.228
61.31448148829263,-57.81674305351235,DIP_start,0.231
60.47126547485783,-58.625344518201565,DIP_start,0.234
59.61103556501595,-59.42833047533455,DIP_start,0.237
58.73372627846441,-60.2253914206444,DIP_start,0.24
57.83927273858661,-61.01621666391746,DIP_start,0.243
56.92761041894723,-61.80049417937478,DIP_start,0.246
55.99867488932982,-62.577910431267846,DIP_start,0.249
55.052401562587924,-63.34815017390858,DIP_start,0.252
54.088725443653885,-64.11089622538869,DIP_start,0.255
53.107580882125,-64.86582921428278,DIP_start,0.258
52.10890132992138,-65.61262729867394,DIP_start,0.261
51.09261910558582,-66.35096585688899,DIP_start,0.264
50.05866516687138,-67.08051714938446,DIP_start,0.267
49.00696889333882,-67.80094995128249,DIP_start,0.27
47.937457880760554,-68.5119291551199,DIP_start,0.273
46.85005774920382,-69.2131153434427,DIP_start,0.276
45.74469196673936,-69.90416433095265,DIP_start,0.279
44.621281690795385,-70.58472667599261,DIP_start,0.282
43.47974562924887,-71.25444716124387,DIP_start,0.285
42.31999992341632,-71.91296424359942,DIP_start,0.288
41.141958055174776,-72.55990947327614,DIP_start,0.291
39.945530780510204,-73.19490688233172,DIP_start,0.294
38.73062609185451,-73.81757234286337,DIP_start,0.297
37.49714921163248,-74.42751289528064,DIP_start,0.3
101.63384222045417,-0.8539187270389426,DIP_end,0.003
101.67916471415317,-1.7183977036329388,DIP_end,0.006
101.71476567565318,-2.5934981300254654,DIP_end,0.009
101.74030078604945,-3.4792668899041814,DIP_end,0.012
101.75541344164482,-4.375735816877794,DIP_end,0.015
101.7597353878076,-5.282920986842757,DIP_end,0.018
101.7528873909564,-6.200822038167731,DIP_end,0.021
101.7344799474463,-7.129421521577126,DIP_end,0.024
101.70411402803742,-8.068684281564465,DIP_end,0.027
101.66138185653774,-9.01855687111106,DIP_end,0.03
101.60586772112495,-9.978967001426597,DIP_end,0.033
101.53714881676494,-10.949823028364849,DIP_end,0.036
101.45479611706462,-11.931013477100775,DIP_end,0.039
101.35837527381402,-12.922406606584001,DIP_end,0.042
101.24744754239823,-13.923850015209128,DIP_end,0.045
101.12157073118418,-14.935170289064635,DIP_end,0.048
100.98030017291782,-15.956172694040253,DIP_end,0.051
100.82318971609979,-16.9866409129872,DIP_end,0.054
100.64979273424416,-18.026336829036982,DIP_end,0.057
100.4596631508655,-19.07500035609243,DIP_end,0.06
100.25235647798299,-20.132349317410004,DIP_end,0.063
100.02743086587957,-21.19807937309433,DIP_end,0.066
99.7844481618052,-22.271863997225637,DIP_end,0.069
99.52297497527105,-23.353354505237647,DIP_end,0.072
99.2425837475416,-24.442180132058265,DIP_end,0.075
98.94285382289827,-25.537948161417237,DIP_end,0.078
98.62337251921686,-26.640244106616095,DIP_end,0.081
98.28373619537764,-27.748631942943497,DIP_end,0.084
97.92355131300538,-28.86265439180619,DIP_end,0.087
97.54243549002229,-29.981833256531296,DIP_end,0.09
97.14001854348554,-31.10566980967936,DIP_end,0.093
96.71594351917689,-32.23364523159084,DIP_end,0.096
96.26986770541022,-33.36522109977092,DIP_end,0.099
95.80146362853021,-34.49983992859853,DIP_end,0.102
95.31042002758308,-35.636925758727024,DIP_end,0.105
94.79644280565779,-36.77588479542424,DIP_end,0.108
94.25925595541689,-37.91610609498064,DIP_end,0.111
93.69860245636107,-39.05696229819493,DIP_end,0.114
93.1142451414055,-40.197810409828094,DIP_end,0.117
92.50596753038094,-41.3379926227983,DIP_end,0.12
91.87357462811659,-42.47683718577248,DIP_end,0.123
91.21689368480914,-43.613659312693464,DIP_end,0.126
90.53577491643519,-44.74776213266748,DIP_end,0.129
