time,pressure,joint,u1_start,u1_mid,u1_end,u2_start,u2_mid,u2_end,u1_init_offset_start,u1_init_offset_mid,u1_init_offset_end,L_init,L_arc,R_arc,u1_center_arc,u2_center_arc,theta_arc,theta_arc_start,theta_arc_end,delta_L,theta_joint
0.21,0.063,PIP,53.116713000000004,64.006183,74.95799,2.13816,1.96619,0.826199,53.267,63.467,73.667,20.4,21.908864206897952,124.5854460217693,56.596080034348425,-122.39869143556297,0.17585412186163166,-0.02793118772752089,0.14792293413411045,1.5088642068979539,12.357256643782689
0.21,0.063,DIP,91.225965,102.07541,112.43755,-2.12426,-5.19831,-9.77453,90.267,100.467,110.667,20.400000000000006,22.62259879991429,80.92781661463022,74.64289454750218,-81.33482290911404,0.279540456498916,0.20637366850267067,0.4859141250015874,2.2225987999142838,19.681087179768475
0.22,0.066,MCP,0,15.136296,29.9610177,0,0.545453,1.35811,0,15.4,30,30,29.99353892128356,800.153230757274,-21.24625520381884,799.8711079487229,0.03748474388199038,3.1150367993069663,3.0775520554249782,-0.006461078716441193,-2.165926279839695
0.22,0.066,PIP,53.109801000000004,64.034763,75.01993,2.23361,2.05034,0.843404,53.267,63.467,73.667,20.4,21.98563464300446,118.64000169654307,56.58444605926816,-116.35549929873723,0.18531384295862732,-0.029291486247829283,0.1560223567107986,1.585634643004461,12.984492978146184
0.22,0.066,DIP,91.25654899999999,102.1094,112.42258,-2.25935,-5.4951,-10.3001,90.267,100.467,110.667,20.400000000000006,22.722790163470314,77.68571744714014,74.54575040211519,-78.12647005538251,0.29249636754570274,0.2168021443639493,0.5092985119096517,2.3227901634703088,20.562637123962936
0.23,0.069,MCP,0,15.135013,29.9822929,0,0.558516,1.37231,0,15.4,30,30,30.015279845416945,839.7911036429762,-23.400334480016625,839.4650213702245,0.035741364388372304,3.113724575978261,3.0779832115898818,0.015279845416944937,-2.0626323071611345
0.23,0.069,PIP,53.128299000000005,64.094222,75.11141,2.20592,1.96658,0.636505,53.267,63.467,73.667,20.4,22.074612071897725,112.25504306517874,56.1647131761357,-110.00804919508772,0.19664695205791802,-0.027052544691854204,0.16959440736606415,1.6746120718977267,13.73669179293332
0.23,0.069,DIP,91.29729999999999,102.13359,112.36284,-2.70779,-6.16989,-11.2672,90.267,100.467,110.667,20.400000000000006,22.82709939539117,74.5734382561683,74.0861678792155,-75.26793487628485,0.30610227889691055,0.23289404828405702,0.5389963271809675,2.4270993953911635,21.484923540231904
0.24,0.072,MCP,0,15.154476,30.0378409,0,0.544707,1.29733,0,15.4,30,30,30.06691130100598,1029.910282275327,-29.416591927054693,1029.4900940056882,0.029193718927226088,3.113026482731175,3.0838327638039584,0.0669113010059803,-1.676231961391717
0.24,0.072,PIP,53.1846188,64.185736,75.22276000000001,1.9747,1.62867,0.132458,53.267,63.467,73.667,20.4,22.154385284572992,107.23541926613255,55.31829591333204,-105.23949013898896,0.20659578184322783,-0.019898443430866074,0.18669733841236152,1.7543852845729937,14.395700823134778
0.24,0.072,DIP,91.34201999999999,102.14301,112.26479,-3.50593,-7.22472,-12.6367,90.267,100.467,110.667,20.400000000000006,22.92532904418334,71.90154266417511,73.4092583767806,-73.1352908907405,0.3188433543249395,0.25206805067128846,0.5709114049962278,2.5253290441833336,22.34563810767599
0.25,0.075,MCP,0,15.188893,30.119546,0,0.511923,1.15614,0,15.4,30,30,30.142173756259144,1598.2894729383092,-46.242760731094656,1597.6203699206471,0.01885902038811875,3.112655958722606,3.093796938334474,0.14217375625914386,-1.0634622538196683
0.25,0.075,PIP,53.268220940000006,64.301973,75.34895,1.58585,1.08784,-0.619919,53.267,63.467,73.667,20.4,22.234044427576553,102.67683074663556,54.162177847021475,-101.08708905027572,0.21654392978335185,-0.00870662052049261,0.20783730926285904,1.8340444275765542,15.053718250636688
0.25,0.075,DIP,91.38059,102.12415,112.1067,-4.61416,-8.63081,-14.393,90.267,100.467,110.667,20.400000000000006,23.02243032733812,69.45772558471053,72.51189026519337,-71.45986153509244,0.33145960558786225,0.27511469668309274,0.6065743022709551,2.6224303273381153,23.194265493045883
0.26,0.078,MCP,0,15.226732,30.211932,0,0.475785,0.994849,0,15.4,30,30,30.228365090321525,4460.9985937598,-131.70988048512413,4459.053819019177,0.0067761431560651045,3.112063609650607,3.1052874664945316,0.22836509032152463,-0.33856395621376895
0.26,0.078,PIP,53.361046400000006,64.431906,75.4848,1.13164,0.447908,-1.52055,53.267,63.467,73.667,20.4,22.33097611277256,97.4596700791248,52.89858600823711,-96.32693285184256,0.2291304299988155,0.00474516409604684,0.23387559409486158,1.9309761127725622,15.889280206110215
0.26,0.078,DIP,91.39927999999999,102.05747,111.85248,-5.9492,-10.3253,-16.4974,90.267,100.467,110.667,20.400000000000006,23.12776078221122,66.96744776915178,71.38728417419603,-69.85662588918815,0.34535825319096164,0.30346817147719823,0.6488264246681602,2.727760782211213,24.12394486676088
0.27,0.081,MCP,0,15.268432,30.312169,0,0.434956,0.813181,0,15.4,30,30,30.323131079782087,4535.080043236639,136.77370952291085,-4533.017091402433,0.00668634969850296,-0.030163624651110534,-0.02347727495259833,0.32313107978208677,0.4725307311283583
0.27,0.081,PIP,53.45824,64.56557,75.616,0.622286,-0.270808,-2.53084,53.267,63.467,73.667,20.4,22.43615066626015,92.32639659155504,51.62569262182082,-91.68592207321434,0.2430090580217917,0.019849878193469863,0.2628589362152611,2.036150666260152,16.810009180397028
0.27,0.081,DIP,91.387199999999993,101.93454,111.502786,-7.43775,-12.2071,-18.8185,90.267,100.467,110.667,20.400000000000006,23.23710302982271,64.55744232791359,70.16904263672511,-68.40867059358456,0.3599446042455025,0.3348960246179847,0.6948406288634875,2.8371030298227033,25.09427709116054
0.28,0.084,MCP,0,15.3176286,30.420788,0,0.382894,0.596826,0,15.4,30,30,30.427236577120187,1405.028999495823,42.76876470593403,-1404.3779128816295,0.021655949156948802,-0.03044447641705923,-0.008788527260103946,0.4272365771201869,1.3690301499908877
0.28,0.084,PIP,53.558104,64.69205,75.72661000000001,0.0438758,-1.07077,-3.62503,53.267,63.467,73.667,20.4,22.531238091776896,88.2249795966652,50.35428516079183,-88.12291255977595,0.2553838855478585,0.03632217801577543,0.29170606356363393,2.131238091776897,17.62779502204577
0.28,0.084,DIP,91.3415,101.76418,111.091942,-9.0007,-14.1522,-21.1837,90.267,100.467,110.667,20.400000000000006,23.34137584887752,62.44328895128806,69.00491798626757,-67.31228923402671,0.37380119210386403,0.365814360867153,0.7396155529710177,2.941375848877513,26.01344095672902
0.29,0.087,MCP,0,15.3678103,30.526857,0,0.328472,0.375352,0,15.4,30,30,30.53086454033863,835.1696755032787,25.530012859355757,-834.7793752385435,0.036556481198794163,-0.03057341679956219,0.005983064399233831,0.5308645403386301,2.257375073164849
0.29,0.087,PIP,53.6496,64.80311999999999,75.81345,-0.536124,-1.86749,-4.70445,53.267,63.467,73.667,20.4,22.619410603883644,84.79753125979948,49.197724286469494,-85.2167127461108,0.2667460982393832,0.05252421000206814,0.31927030824145136,2.219410603883645,18.374498091069785
0.29,0.087,DIP,91.266015,101.55745,110.6390572,-10.5225,-16.0354,-23.4612,90.267,100.467,110.667,20.400000000000006,23.44268797918169,60.530280702186175,67.9627489883093,-66.38727132391963,0.38728860509538343,0.39519185432187887,0.7824804594172632,3.042687979181686,26.901184936479005
0.3,0.09,MCP,0,15.40827165,30.616693,0,0.28696,0.19583,0,15.4,30,30,30.620410976066214,622.0218534675081,19.285626224985222,-621.7228086633659,0.04922722699430961,-0.031009710212132745,0.018217516782175338,0.6204109760662142,3.0123626874683103
0.3,0.09,PIP,53.722247,64.8965,75.88343,-1.02008,-2.54583,-5.6479799999999996,53.267,63.467,73.667,20.4,22.712823658782806,81.41770654283003,48.321125043571094,-82.25843806013172,0.2789666354312579,0.06638717279064416,0.3453538082219019,2.3128236587828077,19.17430739636903
0.3,0.09,DIP,91.170085,101.326378,110.152709,-11.8822,-17.7429,-25.5474,90.267,100.467,110.667,20.400000000000006,23.547393256735567,58.67515711745323,67.06882835758437,-65.37896150024633,0.4013179412472553,0.42328465294820644,0.8246025941954618,3.147393256735562,27.823523927719215
0.31,0.093,MCP,0,15.437371200000001,30.68731,0,0.260345,0.0674517,0,15.4,30,30,30.691838886414473,520.0047703555343,16.486141864580265,-519.7433677488659,0.059022225633488024,-0.031709141623201875,0.027313084010279126,0.6918388864144731,3.593023140919855
